CUSTOMER_PK,SALUTATION,FIRST_NAME,LAST_NAME,GENDER,MARITAL_STATUS,DAY_OF_BIRTH,BIRTH_COUNTRY,EMAIL_ADDRESS,CITY_NAME,ZIP_CODE,COUNTRY_NAME,GMT_TIMEZONE_OFFSET,PREFERRED_CUST_FLAG,REGISTRATION_TIME
27346149,Ms.,Judith,Curtis,F,U,1938-05-14,Hungary,judith.curtis@4jezbxryvhg48.com,Empire,74145,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346265,Miss,Carolyn,Burnett,M,D,1969-10-07,Burundi,carolyn.burnett@iti6y6znbhn.com,Greenwood,28828,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346274,Sir,Kevin,Vera,F,U,1966-07-15,Cyprus,kevin.vera@uyzcaadi5b.com,Brownsville,09910,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346300,Mr.,Thomas,Riley,M,W,1929-04-29,Mayotte,thomas.riley@5lqsesku29zkckf2.org,Philadelphia,75591,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346331,Dr.,Brooke,Vaughan,M,D,1955-08-01,Cambodia,brooke.vaughan@zl.org,Centerville,40059,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27346355,Sir,Jose,Cunningham,F,M,1948-03-15,Georgia,jose.cunningham@9njezpdjjrjucgxrqs.com,Greenwood,68828,United States,,TRUE,2022-10-03 22:43:20.810 -0700
27346359,Dr.,Jose,Webb,M,S,1966-08-29,Liberia,jose.webb@scuvexaig5pb.com,Springfield,59303,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27346389,Sir,Lawrence,Roberts,M,U,1977-07-01,Saint Lucia,lawrence.roberts@6tx6vpt3packh.com,Clinton,58222,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27346415,Dr.,Eric,Vance,F,S,1959-08-08,Spain,eric.vance@hss.edu,Highland Park,76534,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346458,Mr.,Victor,Coleman,F,U,1941-06-16,Kyrgyzstan,victor.coleman@tlofsgag3sjq.edu,Arlington,66557,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
27346461,Mrs.,Alicia,Robinson,M,D,1944-02-15,Niue,alicia.robinson@beasktpkbais.com,Stewart,48041,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27346479,Sir,George,Swain,M,D,1930-05-20,Mauritania,george.swain@ht.org,Mount Pleasant,31933,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346481,Dr.,Gregory,Pennington,F,M,1936-06-22,Sudan,gregory.pennington@mamzaom6oyo9.org,Buena Vista,55752,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346504,Mr.,Robert,Howard,F,D,1929-11-29,Tunisia,robert.howard@9k.org,Newtown,31749,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346514,Mr.,Robert,Winter,M,M,1970-10-13,Montenegro,robert.winter@gu09.com,Green Acres,37683,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346571,Dr.,Ted,Nash,M,U,1990-06-25,Cyprus,ted.nash@ofshcgsyn.com,Mount Vernon,58482,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27346613,Ms.,Naomi,Johnson,M,W,1981-04-19,Iceland,naomi.johnson@tuxrdt.com,Mount Zion,38054,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27346629,Ms.,Nilda,Jones,M,W,1956-08-07,Bahamas,nilda.jones@xcmvtufq8cgt.org,Graham,75802,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346633,Dr.,Mark,Sullivan,F,M,1950-10-04,Kenya,mark.sullivan@ejerj.org,Spring Valley,26060,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346675,Dr.,Kathy,Heffner,M,D,1941-12-10,Cambodia,kathy.heffner@8sr584qmg7d.edu,Red Hill,54338,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27346676,Dr.,Robert,Queen,M,S,1976-09-28,Qatar,robert.queen@fhu6rebjbb.com,Jackson,79583,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27346684,Ms.,Gloria,Coleman,F,D,1988-08-23,Benin,gloria.coleman@58qai912hkaul6e.com,Oakwood,20169,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27346691,Dr.,Robert,Bowles,F,M,1924-08-09,Romania,robert.bowles@qmzcg4cr.edu,Friendship,74536,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27346699,Miss,Ruth,Barnes,M,W,1987-11-11,American Samoa,ruth.barnes@hrxemrj.org,Highland Park,56534,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346707,Dr.,Veronica,Cabrera,M,U,1961-08-14,Tonga,veronica.cabrera@5pzaz4qtmpysp.com,Stringtown,70162,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27346708,Dr.,Freida,Snider,F,D,1975-08-22,Venezuela,freida.snider@rg39h264gr6.org,Georgetown,67057,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27346719,Sir,Michael,Mcvey,M,D,1970-06-27,Cuba,michael.mcvey@u7iq62.org,Mount Vernon,78482,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346738,Sir,David,Morehead,F,S,1971-04-25,Sierra Leone,david.morehead@1eclk1qa.edu,Arlington,26557,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27346747,Sir,Arnold,Hatch,F,W,1942-11-30,India,arnold.hatch@7oo.org,Hamilton,42808,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346758,Mr.,David,Harris,F,S,1940-09-20,Czech Republic,david.harris@aziufyzrky0.edu,Union,58721,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27346764,Miss,Adam,Steadman,F,M,1929-11-11,Venezuela,adam.steadman@vltjdy.org,Church Hill,23790,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346793,Dr.,Keith,Ray,F,W,1942-03-25,Myanmar,keith.ray@h.org,Highland,59454,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346822,Miss,Beatrice,Montoya,M,S,1928-06-29,Australia,beatrice.montoya@pnxehcpjvk.com,Lakeview,38579,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346830,Dr.,Edward,Shrader,F,U,1991-09-14,Rwanda,edward.shrader@vm0mebzbbxkk2.edu,Florence,83394,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
27346835,Mr.,Jon,Dow,F,M,1955-07-24,Hungary,jon.dow@aykhq3ui.com,Antioch,38605,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346874,Mrs.,Stephanie,Boyles,M,M,1948-06-21,Liberia,stephanie.boyles@8.org,Greenwood,09428,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346887,Mrs.,Cheryl,,M,D,1990-10-29,Japan,cheryl.byrd@tf6hyx2evtc8xbd.org,Plainview,53683,United States,-6.00,,2022-10-03 22:43:20.810 -0700
27346894,Sir,Leon,Schulz,M,U,1942-04-01,Slovakia,leon.schulz@k4aoiojkc.edu,Pine Grove,44593,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27346898,Dr.,Nancy,Smith,F,D,1990-07-28,Thailand,nancy.smith@nbim2tvr.edu,Mount Pleasant,41933,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27346925,Mrs.,Jo,Nichols,M,D,1989-07-20,Nigeria,jo.nichols@h98dp8xosjmojhipc.org,Star,50725,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346940,Ms.,Rosie,Busch,F,D,1992-11-15,Lebanon,rosie.busch@ohyu2tbykoglja.com,Five Forks,32293,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27346943,Ms.,Lisa,Mason,M,M,1980-07-14,Poland,lisa.mason@tag4pl5vkpo2vvmr750.edu,Pine Grove,24593,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346954,Sir,Mitchell,Woodruff,F,S,1988-12-22,Zimbabwe,mitchell.woodruff@4txtpxvyf.edu,Florence,23394,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27346962,Dr.,Grace,Diaz,M,U,1969-09-24,Jordan,grace.diaz@vah0ftzpkaqux.edu,Fairview,65709,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27346984,Miss,Christine,Griffin,M,M,1946-01-11,Liechtenstein,christine.griffin@z9bt.edu,Mount Vernon,48482,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27347019,Mr.,Kyle,Lauer,M,S,1970-07-08,Bahamas,kyle.lauer@n9hkrekp4.com,Aberdeen,77995,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347063,Dr.,Philip,Moore,F,M,1985-03-15,Aland Islands,philip.moore@1d0.edu,Quincy,53868,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
"27347075,Dr.,Herman,Burns,F,S,1988-03-02,""Moldova, Republic Of"",herman.burns@pqkix3y2.com,Bath,50573,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700"
27347096,Sir,Mark,Daniels,F,U,1928-04-07,Paraguay,mark.daniels@41zoiq3vqncfa64qzo.edu,Green Acres,47683,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27347099,Mr.,Clifford,Blackwell,F,M,1987-07-13,Russian Federation,clifford.blackwell@fyxcgiqezax3c.org,Kingston,54975,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347125,Mr.,Abraham,Orr,F,M,1957-03-16,New Caledonia,abraham.orr@vzx6ol.edu,Hazelwood,71206,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347127,Dr.,Derek,Peterson,M,M,1967-05-08,Afghanistan,derek.peterson@xa9nt9fq9znjn.com,Forest Hills,49237,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27347141,Miss,Josefina,Ward,F,U,1938-10-07,Estonia,josefina.ward@4o.edu,Harmony,45804,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27347143,Ms.,Arianne,Benson,M,W,1951-03-22,Belize,arianne.benson@mgxrqgnkg3np.org,Murray,42150,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27347210,Dr.,Ralph,Osborn,M,M,1985-01-23,Greenland,ralph.osborn@2mnba.edu,Cedar,61229,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347228,Mr.,Steven,Hobbs,M,U,1990-01-08,Nigeria,steven.hobbs@zrknl83tq6f.com,Cedar Grove,20411,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27347240,Miss,Jennifer,Gross,M,M,1981-05-23,Wallis And Futuna,jennifer.gross@ckhvstktegggfk1xox.edu,Maple Grove,28252,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27347241,Dr.,David,Mccray,F,W,1960-08-16,Bermuda,david.mccray@sg5axx.edu,Mountain View,74466,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347249,Dr.,Lillian,White,F,D,1974-03-20,Estonia,lillian.white@aks9vcvgeem.org,Lakeside,,,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27347268,Mr.,Michael,Rowe,F,U,1932-10-13,Suriname,michael.rowe@c.edu,Brownsville,59310,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347299,Mrs.,Jessica,Matthews,M,U,1992-12-12,Guam,jessica.matthews@gzbxpubomefied.edu,Acme,60164,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347314,Ms.,Adrian,Wentworth,F,M,1990-09-05,United Kingdom,adrian.wentworth@3do1oi9atdbzn5ul5yoy.org,Spring Hill,26787,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27347341,Dr.,John,Hill,M,U,1953-07-05,Albania,john.hill@1y.org,Newtown,31749,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27347351,Sir,Samuel,Herbert,M,D,1962-01-07,Maldives,samuel.herbert@4jxajyn2taha4.edu,Hamilton,72808,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347365,Mrs.,Sandra,Andrews,F,M,1948-10-23,Macao,sandra.andrews@rvydnftxynos.org,Farmington,89145,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27347375,Dr.,Mike,Williams,M,W,1988-03-02,Burundi,mike.williams@yuakfkbkyjhe98yab.edu,Greenville,11387,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27347388,Mr.,David,Nolen,M,M,1952-07-22,Jersey,david.nolen@ouihtb.edu,Clifton,78014,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347429,Sir,Roland,Stewart,F,D,1930-03-13,Norfolk Island,roland.stewart@dxfsh02xcj6sc.edu,Jerome,49920,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27347530,Mr.,Mark,Pena,F,S,1950-07-09,Hungary,mark.pena@rrda9aam.org,Shady Grove,52812,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347551,Dr.,Juan,Holcomb,F,D,1962-07-27,Cyprus,juan.holcomb@j.com,Lakeview,38579,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27347558,Sir,Raymond,Williams,M,U,1927-08-05,Sierra Leone,raymond.williams@p5h3fxvf34js6fh.edu,Mount Vernon,38482,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347578,Dr.,Paul,Bowler,F,M,1943-12-04,Saudi Arabia,paul.bowler@yd.com,Springdale,78883,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347592,Dr.,Russell,Purdy,F,S,1976-05-04,Hungary,russell.purdy@q0zh568l140sr.org,Glenwood,63511,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
27347604,Mrs.,Nancy,Farrar,F,D,1956-08-01,Kiribati,nancy.farrar@ngshytvuyy.edu,Cedar Grove,80411,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27347613,Miss,Ines,Morris,F,W,1934-03-19,Guam,ines.morris@td53vokkbuzsfnovz4.com,Hopewell,50587,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347638,Mr.,Richard,Davis,M,S,1963-05-03,United States,richard.davis@5cz1qxkgq3my3j9.com,Providence,,,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347662,Mr.,Paul,Fuller,M,W,1977-08-25,Argentina,paul.fuller@ilctp1.com,Buena Vista,55752,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347673,Miss,In,Roark,M,M,1956-12-16,Singapore,in.roark@udkm5.org,Lakeville,58811,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347707,Mrs.,Aaron,Montes,M,M,1937-04-20,Honduras,aaron.montes@magzuhclcynpyim07vo.com,Hillcrest,33003,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27347721,Sir,Joseph,Mays,F,S,1971-02-28,United Kingdom,joseph.mays@2nvlka0mundbaho0kps.org,Cedar Grove,30411,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27347731,Dr.,Cindy,Toney,M,W,1985-01-06,Zimbabwe,cindy.toney@mp7eil1m1rvlbe.org,Georgetown,57057,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347735,Sir,Alfred,Gonzalez,F,U,1948-01-18,Cape Verde,alfred.gonzalez@a.org,Woodlawn,74098,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347766,Mrs.,Sandra,Crawford,F,D,1953-09-14,Greece,sandra.crawford@luo9xclckn.org,Webb,30899,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27347789,Sir,Freddie,Espinoza,F,D,1964-05-13,Dominica,freddie.espinoza@hlkcoectjygtrae.edu,Acme,70164,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347792,Mr.,Bryan,Lamb,F,U,1966-08-23,Tuvalu,bryan.lamb@io2ipsv22jpy8eyb.org,Oneida,94027,United States,-8.00,FALSE,2022-10-03 22:43:20.810 -0700
27347793,Sir,Mathew,Williams,F,W,1951-01-08,Indonesia,mathew.williams@0qo2ozzeky2nra.edu,Newport,41521,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27347800,Sir,Mark,Fox,F,D,1992-02-28,Latvia,mark.fox@5x.com,Unionville,31711,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347811,Sir,William,Smith,M,W,1974-11-18,French Guiana,william.smith@kpz0fm1qp.com,Lakewood,68877,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347846,Dr.,Joel,Tibbs,M,M,1988-09-20,Guyana,joel.tibbs@pgvf.edu,Five Forks,62293,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27347884,Sir,John,Murphy,F,S,1980-11-18,Serbia,john.murphy@5ceojlrcflv7hihtdxl.org,Woodland,24854,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27347900,Mr.,Timothy,Matlock,M,D,1960-09-07,Canada,timothy.matlock@jhnaczqyvbci.org,Clinton,78222,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347926,Sir,Michael,Jacobson,F,W,1935-06-30,Sudan,michael.jacobson@7kj7gckp.edu,Hillcrest,33003,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27347975,Mrs.,Denise,Edwards,M,U,1992-08-18,Azerbaijan,denise.edwards@ane2hgo1tlh8.org,Oak Ridge,68371,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27347980,Mr.,Vernon,Sewell,M,U,1964-09-13,Netherlands,vernon.sewell@ejp0d2v0.org,Friendship,54536,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27348032,Dr.,Ronnie,Lerma,M,S,1952-12-31,Hungary,ronnie.lerma@iuae5rr5n73cgk.com,Belmont,20191,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27348034,Dr.,James,Green,F,U,1953-02-17,Palau,james.green@5tvgrxdxq16go3df.edu,New Hope,69431,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27348038,Mr.,Christopher,Alexander,F,M,1987-08-10,Namibia,christopher.alexander@9euxei3aza5.edu,Belmont,90191,United States,-8.00,FALSE,2022-10-03 22:43:20.810 -0700
27348042,Mr.,Fred,Gomez,F,M,1971-11-15,Tajikistan,fred.gomez@g4xz.edu,Globe,49614,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27348081,Sir,Curtis,Weatherford,F,S,1988-02-14,French Guiana,curtis.weatherford@hgeennfpby4bezk6mlcg.org,Glendale,43951,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27348092,Mrs.,Kimberly,Harris,M,W,1974-01-12,Poland,kimberly.harris@zbuiyx.org,Bethel,75281,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27348098,Mr.,Michael,Sewell,F,M,1944-06-05,Singapore,michael.sewell@nixfg1zobct.com,Liberty,53451,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27348102,Sir,Hector,Jordan,F,S,1979-04-26,Yemen,hector.jordan@ildanjp4e1p5tettl.edu,Spring Hill,66787,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27348105,Dr.,Jack,Reid,F,W,1971-04-02,Palau,jack.reid@pe6phlplp7niz.com,Union Hill,47746,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27348124,Miss,Diane,Westbrook,F,W,1943-01-25,Antarctica,diane.westbrook@asjql.com,Shady Grove,72812,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27348134,Ms.,Faye,Mahoney,M,S,1931-04-13,Malaysia,faye.mahoney@ph44.org,Shiloh,49275,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27348139,Mr.,Melvin,Crawford,F,M,1941-05-14,Netherlands Antilles,melvin.crawford@ufaramiknis.edu,Five Forks,82293,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27348183,Dr.,Evelyn,Pape,M,M,1950-11-16,Sweden,evelyn.pape@qyx4mv4b6g6yq5cxi.com,Summit,60499,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27348201,Miss,Susan,Ahern,M,U,1939-01-26,Venezuela,susan.ahern@x.edu,Pleasant Grove,74136,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27348209,Sir,Jean,Saunders,M,M,1972-02-02,Antarctica,jean.saunders@y4z.com,Wilson,16971,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27348234,Mrs.,Karen,Johnson,F,S,1989-05-28,Iraq,karen.johnson@zoeo1b.com,Mount Vernon,58482,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27348271,Mr.,Richard,Mccoy,M,S,1948-01-30,Kazakhstan,richard.mccoy@zlqpxv6n.org,Amity,60766,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27348272,Dr.,Ernest,Pelletier,F,S,1991-09-17,Burkina Faso,ernest.pelletier@gi3bdxbaziegd.org,Florence,63394,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27348274,Mrs.,Judith,Tarver,M,S,1933-04-26,Rwanda,judith.tarver@75jig8rbip.org,Clifton,58014,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
"27348275,Sir,Todd,Hawley,F,U,1982-02-15,""Moldova, Republic Of"",todd.hawley@sk5krfvq1ksx.edu,Brownsville,59310,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700"
27348297,Ms.,Lisette,Williams,M,S,1979-11-05,Belgium,lisette.williams@eebb5oh0ncfz.org,Waterloo,61675,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27348336,Dr.,Virginia,Watson,M,S,1984-07-27,Qatar,virginia.watson@loqapi.edu,Greenville,,United States,,FALSE,2022-10-03 22:43:20.810 -0700
27348364,Dr.,Ray,Simmons,M,S,1978-05-31,Venezuela,ray.simmons@dzmyey2e3hdva.edu,Fairview,85709,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
27348367,Mr.,Raymond,Guzman,M,W,1970-07-28,Spain,raymond.guzman@ge7cbu.edu,Union,68721,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27348404,Mr.,Mohammad,Hicks,M,D,1982-01-02,French Guiana,mohammad.hicks@updndjpegijshxu898.org,Hillcrest,03603,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27348407,Dr.,Michael,Winn,F,S,1958-04-24,Madagascar,michael.winn@rpqiomtcp.edu,Summit,50499,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27348410,Dr.,Beverly,Rice,F,U,1973-09-14,Guatemala,beverly.rice@7ntiig.org,Enterprise,31757,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27348423,Ms.,Natalia,Kim,F,S,1978-08-14,Niue,natalia.kim@vfvlrizimvehs4ap7.com,Oak Hill,27838,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27348443,Mrs.,Arthur,Corey,F,U,1943-11-16,Turkmenistan,arthur.corey@mqg7cu0dcex1.org,Jamestown,86867,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27348450,Mr.,Gary,Grimes,M,U,1935-06-03,Gambia,gary.grimes@r.com,New Hope,39431,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27348484,Miss,Marcene,Yeager,M,M,1925-12-26,Niger,marcene.yeager@d1iqteaitxxy.edu,Union,58721,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
"27348505,Mrs.,Thelma,Stevens,M,U,1955-02-25,""Korea, Republic Of"",thelma.stevens@kqt.org,Mount Zion,58054,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700"
27348509,Sir,Wayne,Stevenson,M,S,1961-11-22,Japan,wayne.stevenson@smft0q6.edu,Pleasant Valley,72477,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27348513,Mrs.,Essie,Miranda,F,U,1927-07-28,Swaziland,essie.miranda@039hq.edu,Brentwood,04788,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27348517,Ms.,Melissa,Duncan,M,U,1957-11-07,Lithuania,melissa.duncan@jszkp.com,Unionville,61711,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
"27348543,Sir,Mark,Rivera,F,U,1962-08-23,""Moldova, Republic Of"",mark.rivera@dhlmta6jypf.com,Sumner,30519,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700"
27348551,Sir,Ismael,Spencer,F,M,1926-12-09,Barbados,ismael.spencer@bkm4tugoyj11ym.org,Kingston,34975,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27348582,Mrs.,Tiana,Lawson,F,D,1925-10-11,Japan,tiana.lawson@tpa6.com,White Oak,16668,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27348629,Ms.,Verdie,Shepard,M,M,1966-06-09,Portugal,verdie.shepard@vfhc7qfy.edu,Bunker Hill,20150,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27348691,Mrs.,Samatha,Ryan,F,M,1988-03-22,Ghana,samatha.ryan@0bj9hlssqcgx.org,Forest Hills,59237,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27348703,Miss,Christine,Rickard,F,U,1957-02-28,Liechtenstein,christine.rickard@jcjsubbfajhv1mdstf.org,Red Hill,64338,United States,-7.00,FALSE,2022-10-03 22:43:20.810 -0700
27348716,Mr.,Harry,Heredia,F,D,1952-03-30,Norfolk Island,harry.heredia@ylpudl.edu,Greendale,29343,,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27348747,Mrs.,Deborah,Sterling,M,S,1942-04-02,Honduras,deborah.sterling@ulviiljhk2b.com,Oakdale,49584,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27348763,Sir,Ellis,Simms,M,D,1935-03-20,Bahamas,ellis.simms@9h9e47x9s3ozlxqdhiq.org,Shiloh,79275,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27348778,Mr.,Dale,Battle,F,W,1934-08-14,Afghanistan,dale.battle@iicsrdny6iv.edu,Lakeview,38579,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27348787,Dr.,Christopher,Ortega,M,D,1933-06-19,Guyana,christopher.ortega@xkv2.com,Oak Grove,68370,United States,-6.00,TRUE,2022-10-03 22:43:20.810 -0700
27348827,Dr.,Benjamin,Council,F,M,1984-08-21,Botswana,benjamin.council@2r0b.com,Rossville,62503,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27348831,Mrs.,Darla,Prince,M,U,1980-10-19,Kiribati,darla.prince@mfzp17fzjbdgsk.edu,Kingston,24975,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
27348833,Mrs.,Virginia,Wilson,M,U,1976-10-03,Netherlands Antilles,virginia.wilson@4pdr0b.com,Oak Ridge,68371,United States,-7.00,TRUE,2022-10-03 22:43:20.810 -0700
27348838,Mr.,Rod,Landrum,F,W,1989-02-15,India,rod.landrum@mk9fpooprpcthrrrg.org,Ashland,44244,United States,-5.00,TRUE,2022-10-03 22:43:20.810 -0700
27348842,Dr.,Willard,Johnson,F,W,1956-08-09,Uganda,willard.johnson@a70q.com,Harmony,75804,United States,-6.00,FALSE,2022-10-03 22:43:20.810 -0700
27348858,Mrs.,Priscilla,Torres,M,W,1928-02-06,Serbia,priscilla.torres@krhath.org,Clifton,18014,United States,-5.00,FALSE,2022-10-03 22:43:20.810 -0700
